date,time,bri,ct,cct_in,cct,lcone_lux,mcone_lux,mlux,plux,rhlux,scone_lux
27/09/2022,14:11:52,110,174,5750,5174.31,48.2022662175796,45.61779627244051,37.220785857213,48.758186695639786,39.886591686581454,37.95475294209866
27/09/2022,14:12:15,110,172,5800,5300.41,47.14239818877353,44.855616600566954,37.01126277047902,47.71897401524804,39.58214928388907,38.240497066031395
27/09/2022,14:12:32,110,171,5850,5250.68,47.092444305780845,44.70621185479289,36.739973988916674,47.64886419332347,39.302028051781406,37.79404609928264
27/09/2022,14:12:49,110,169,5900,5361.09,46.29177779370118,44.08931446910632,36.63062257421287,46.841566289733734,39.06236936115742,38.398278152979266
27/09/2022,14:13:06,110,168,5950,5360.27,46.527107006607,44.290878818152855,36.81637539779825,47.07040319672584,39.24110207765849,38.69203627905281
27/09/2022,14:13:23,110,167,6000,5367.51,46.206246941461025,43.9989811896843,36.5836279327356,46.747393179654615,38.97258441866454,38.45262375426715
27/09/2022,14:13:40,110,165,6050,5503.78,45.37315373446142,43.35121558286929,36.549279593048894,45.888387946218394,38.740156429699574,39.296995509691406
27/09/2022,14:13:57,110,164,6100,5475.56,45.431672010896136,43.39472496457765,36.41591933823628,45.96479563486239,38.658623721482506,38.919165597555455
27/09/2022,14:14:14,110,163,6150,5582.23,44.8452740888685,42.960790299209314,36.344209085520596,45.37468404322872,38.462281421314216,39.442939261883666
27/09/2022,14:14:31,110,161,6200,5773.04,44.25350916409153,42.588328141226846,36.744451284948575,44.745866969769914,38.631321328775925,40.81483619588889
27/09/2022,14:14:48,110,160,6250,5618.67,44.59812780670345,42.76712434556742,36.33227537726878,45.119188130825734,38.396498939505754,39.58052644074479
27/09/2022,14:15:05,110,159,6300,5749.76,44.001993237632895,42.3433212563944,36.34862589646202,44.51486246177667,38.2707419945564,40.21863680807168
27/09/2022,14:15:22,110,157,6350,5558.57,44.779175649724735,42.871718060576725,36.16021238598728,45.313061366544915,38.2979567436395,39.124608345192634
27/09/2022,14:15:39,110,156,6400,5952.93,43.58624113762522,42.22906475944028,36.713679517724806,44.12543555326431,38.53719238384174,41.236859133040426
27/09/2022,14:15:56,110,155,6450,5579.67,44.38013231468485,42.553067341136924,35.81151308273035,44.93954011419996,37.980852086493194,38.766423014091544
27/09/2022,14:16:13,115,500,2000,2573.19,29.388845501818675,22.583966415958013,13.106249318203323,28.842323098651075,16.675161335758784,2.2058550618893547
